"","ogrid_cde","n_wells_FALSE","n_wells_TRUE","plug_cost_FALSE","plug_cost_TRUE","sum_individual_bonds_FALSE","sum_individual_bonds_TRUE","active_bond","temp_abandon_bond","bond","hypothetical_perfoot_bond","total_plugcost","uses_active_blanket","uses_tempabandon_blanket","n_temp_abandon_group","active_bond_group","active_triple","temp_abandon_bond_double","bond_2","plug_cost_lowprod"
"188","256512",32,0,3526573.58766544,0,1387762.26461091,0,75000,0,75000,1387762.26461091,3526573.58766544,TRUE,TRUE,"zero","between 11 and 50",225000,0,225000,405505.587665439
"189","25670",1,0,68232,0,36372,0,50000,0,36372,36372,68232,FALSE,TRUE,"zero","between 1 and 10",150000,0,36372,NA
"190","257420",5,9,288996,578328,173166,321388,50000,3e+05,350000,494554,867324,TRUE,TRUE,"between 6 and 10","between 1 and 10",150000,6e+05,471388,797664
"191","258660",24,1,2127184.76299632,59700,954530.793832719,34950,75000,150000,109950,989480.793832719,2186884.76299632,TRUE,FALSE,"between 1 and 5","between 11 and 50",225000,3e+05,259950,309012
"192","258692",1,0,40140,0,31690,0,50000,0,31690,31690,40140,FALSE,TRUE,"zero","between 1 and 10",150000,0,31690,NA
"193","258867",16,3,1300183.93832719,294384,616697.323054532,124064,75000,150000,199064,740761.323054532,1594567.93832719,TRUE,FALSE,"between 1 and 5","between 11 and 50",225000,3e+05,349064,560052
"194","258950",0,1,0,21120,0,28520,0,150000,28520,28520,21120,TRUE,FALSE,"between 1 and 5","zero",0,3e+05,28520,21120
"195","260206",0,1,0,19800,0,28300,0,150000,28300,28300,19800,TRUE,FALSE,"between 1 and 5","zero",0,3e+05,28300,19800
"196","260245",0,4,0,436560,0,172760,0,150000,150000,172760,436560,TRUE,TRUE,"between 1 and 5","zero",0,3e+05,172760,436560
"197","260297",86,1,10418637.5259926,151560,3886439.58766544,50260,125000,150000,175260,3936699.58766544,10570197.5259926,TRUE,FALSE,"between 1 and 5","between 51 and 100",375000,3e+05,425260,575256
"198","260702",0,2,0,164700,0,77450,0,150000,77450,77450,164700,TRUE,FALSE,"between 1 and 5","zero",0,3e+05,77450,164700
"199","262196",3,0,179100,0,104850,0,50000,0,50000,104850,179100,TRUE,TRUE,"zero","between 1 and 10",150000,0,104850,59412
"200","262232",0,1,0,144312,0,49052,0,150000,49052,49052,144312,TRUE,FALSE,"between 1 and 5","zero",0,3e+05,49052,144312
"201","26307",0,2,0,83773.5876654387,0,63962.2646109064,0,150000,63962.2646109064,63962.2646109064,83773.5876654387,TRUE,FALSE,"between 1 and 5","zero",0,3e+05,63962.2646109064,83773.5876654387
"202","26460",2,0,239065.587665439,0,89844.2646109065,0,50000,0,50000,89844.2646109065,239065.587665439,TRUE,TRUE,"zero","between 1 and 10",150000,0,89844.2646109065,NA
"203","2647",0,1,0,7560,0,26260,0,150000,26260,26260,7560,TRUE,FALSE,"between 1 and 5","zero",0,3e+05,26260,7560
"204","265378",151,1,7414212,124800,5010702,45800,250000,150000,295800,5056502,7539012,TRUE,FALSE,"between 1 and 5","more than 100",750000,3e+05,795800,6066144
"205","268370",0,2,0,98976,0,66496,0,150000,66496,66496,98976,TRUE,FALSE,"between 1 and 5","zero",0,3e+05,66496,98976
"206","269184",4,0,297759.175330877,0,149626.529221813,0,50000,0,50000,149626.529221813,297759.175330877,TRUE,TRUE,"zero","between 1 and 10",150000,0,149626.529221813,NA
"207","269267",4,0,334662.350661755,0,155777.058443626,0,50000,0,50000,155777.058443626,334662.350661755,TRUE,TRUE,"zero","between 1 and 10",150000,0,150000,334662.350661755
"208","269864",0,142,0,4567824,0,4311304,0,1e+06,1e+06,4311304,4567824,TRUE,TRUE,"more than 25","zero",0,2e+06,2e+06,4567824
"209","270085",2,0,122256,0,70376,0,50000,0,50000,70376,122256,TRUE,TRUE,"zero","between 1 and 10",150000,0,70376,122256
"210","271769",0,3,0,112212,0,93702,0,150000,93702,93702,112212,TRUE,FALSE,"between 1 and 5","zero",0,3e+05,93702,112212
"211","272664",0,5,0,605100,0,225850,0,150000,150000,225850,605100,TRUE,TRUE,"between 1 and 5","zero",0,3e+05,225850,605100
"212","275015",1,0,159816,0,51636,0,50000,0,50000,51636,159816,TRUE,TRUE,"zero","between 1 and 10",150000,0,51636,159816
"213","276240",0,1,0,57000,0,34500,0,150000,34500,34500,57000,TRUE,FALSE,"between 1 and 5","zero",0,3e+05,34500,57000
"214","278293",0,1,0,37800,0,31300,0,150000,31300,31300,37800,TRUE,FALSE,"between 1 and 5","zero",0,3e+05,31300,37800
"215","279579",7,12,44364,385698.350661755,182394,364283.058443626,50000,5e+05,414283.058443626,546677.058443626,430062.350661755,TRUE,FALSE,"between 11 and 25","between 1 and 10",150000,1e+06,514283.058443626,423702.350661755
"216","280554",24,63,614703.175330877,1008637.58766544,702450.529221813,1743106.26461091,75000,1e+06,1075000,2445556.79383272,1623340.76299632,TRUE,TRUE,"more than 25","between 11 and 50",225000,2e+06,1968106.26461091,1623340.76299632
"217","281085",0,1,0,45600,0,32600,0,150000,32600,32600,45600,TRUE,FALSE,"between 1 and 5","zero",0,3e+05,32600,45600
"218","281652",0,1,0,98976,0,41496,0,150000,41496,41496,98976,TRUE,FALSE,"between 1 and 5","zero",0,3e+05,41496,98976
"219","2832",5,0,478236,0,204706,0,50000,0,50000,204706,478236,TRUE,TRUE,"zero","between 1 and 10",150000,0,150000,NA
"220","283489",0,1,0,20916,0,28486,0,150000,28486,28486,20916,TRUE,FALSE,"between 1 and 5","zero",0,3e+05,28486,20916
"221","286255",0,1,0,132900,0,47150,0,150000,47150,47150,132900,TRUE,FALSE,"between 1 and 5","zero",0,3e+05,47150,132900
"222","287160",3,0,241500,0,115250,0,50000,0,50000,115250,241500,TRUE,TRUE,"zero","between 1 and 10",150000,0,115250,241500
"223","287481",0,4,0,407844,0,167974,0,150000,150000,167974,407844,TRUE,TRUE,"between 1 and 5","zero",0,3e+05,167974,407844
"224","289408",118,3,8550409.58766544,149208,4375068.26461091,99868,250000,150000,349868,4474936.26461091,8699617.58766544,TRUE,FALSE,"between 1 and 5","more than 100",750000,3e+05,849868,374496
"225","289424",0,1,0,34500,0,30750,0,150000,30750,30750,34500,TRUE,FALSE,"between 1 and 5","zero",0,3e+05,30750,34500
"226","290708",0,5,0,102252,0,142042,0,150000,142042,142042,102252,TRUE,FALSE,"between 1 and 5","zero",0,3e+05,142042,102252
"227","291444",7,0,588912,0,273152,0,50000,0,50000,273152,588912,TRUE,TRUE,"zero","between 1 and 10",150000,0,150000,NA
"228","291567",0,77,0,1721736,0,2211956,0,1e+06,1e+06,2211956,1721736,TRUE,TRUE,"more than 25","zero",0,2e+06,2e+06,1721736
"229","292731",4,0,424440,0,170740,0,50000,0,50000,170740,424440,TRUE,TRUE,"zero","between 1 and 10",150000,0,150000,NA
"230","294619",0,3,0,157884,0,101314,0,150000,101314,101314,157884,TRUE,FALSE,"between 1 and 5","zero",0,3e+05,101314,157884
"231","295752",0,1,0,209880,0,59980,0,150000,59980,59980,209880,TRUE,FALSE,"between 1 and 5","zero",0,3e+05,59980,209880
"232","296260",1,0,112860,0,43810,0,50000,0,43810,43810,112860,FALSE,TRUE,"zero","between 1 and 10",150000,0,43810,NA
"233","297512",13,0,449953.587665439,0,399992.264610906,0,75000,0,75000,399992.264610906,449953.587665439,TRUE,TRUE,"zero","between 11 and 50",225000,0,225000,449953.587665439
"234","298299",192,21,17656239.1753309,2115541.58766544,7742706.52922181,877590.264610906,250000,5e+05,750000,8620296.79383272,19771780.7629963,TRUE,TRUE,"between 11 and 25","more than 100",750000,1e+06,1627590.26461091,3496549.58766544
"235","300825",0,18,0,601152,0,550192,0,5e+05,5e+05,550192,601152,TRUE,TRUE,"between 11 and 25","zero",0,1e+06,550192,601152
"236","3044",56,0,2969172,0,1894862,0,125000,0,125000,1894862,2969172,TRUE,TRUE,"zero","between 51 and 100",375000,0,375000,779928
"237","305286",11,0,690027.175330877,0,390004.529221813,0,75000,0,75000,390004.529221813,690027.175330877,TRUE,TRUE,"zero","between 11 and 50",225000,0,225000,46680
"238","305346",2,0,111960,0,68660,0,50000,0,50000,68660,111960,TRUE,TRUE,"zero","between 1 and 10",150000,0,68660,111960
"239","309777",1,2,127416,202212,46236,83702,50000,150000,129938,129938,329628,FALSE,FALSE,"between 1 and 5","between 1 and 10",150000,3e+05,129938,329628
"240","310761",0,1,0,129840,0,46640,0,150000,46640,46640,129840,TRUE,FALSE,"between 1 and 5","zero",0,3e+05,46640,129840
"241","311845",17,0,1391490.35066175,0,656915.058443626,0,75000,0,75000,656915.058443626,1391490.35066175,TRUE,TRUE,"zero","between 11 and 50",225000,0,225000,272868
"242","312351",0,1,0,74124,0,37354,0,150000,37354,37354,74124,TRUE,FALSE,"between 1 and 5","zero",0,3e+05,37354,74124
"243","325830",1,1,135972,150852,47662,50142,50000,150000,97804,97804,286824,FALSE,FALSE,"between 1 and 5","between 1 and 10",150000,3e+05,97804,286824
"244","328213",1,2,60060,120360,35010,70060,50000,150000,105070,105070,180420,FALSE,FALSE,"between 1 and 5","between 1 and 10",150000,3e+05,105070,120360
"245","328228",0,1,0,30024,0,30004,0,150000,30004,30004,30024,TRUE,FALSE,"between 1 and 5","zero",0,3e+05,30004,30024
"246","328449",47,5,7698900,764940,2458150,252490,75000,150000,225000,2710640,8463840,TRUE,TRUE,"between 1 and 5","between 11 and 50",225000,3e+05,477490,1335792
"247","328565",48,0,5827248,0,2171208,0,75000,0,75000,2171208,5827248,TRUE,TRUE,"zero","between 11 and 50",225000,0,225000,269880
"248","328599",23,15,3691032,2234700,1190172,747450,75000,5e+05,575000,1937622,5925732,TRUE,TRUE,"between 11 and 25","between 11 and 50",225000,1e+06,972450,2389704
"249","328643",4,0,341197.587665439,0,156866.264610906,0,50000,0,50000,156866.264610906,341197.587665439,TRUE,TRUE,"zero","between 1 and 10",150000,0,150000,83665.5876654387
"250","328666",4,0,310008,0,151668,0,50000,0,50000,151668,310008,TRUE,TRUE,"zero","between 1 and 10",150000,0,150000,NA
"251","328677",0,1,0,157200,0,51200,0,150000,51200,51200,157200,TRUE,FALSE,"between 1 and 5","zero",0,3e+05,51200,157200
"252","328741",834,8,24229152,184056,24888192,230676,250000,3e+05,480676,25118868,24413208,TRUE,FALSE,"between 6 and 10","more than 100",750000,6e+05,980676,1005000
"253","328947",992,18,72914014.2273161,1452672,36952335.7045527,692112,250000,5e+05,750000,37644447.7045527,74366686.2273161,TRUE,TRUE,"between 11 and 25","more than 100",750000,1e+06,1442112,3097717.58766544
"254","328992",27,6,2914273.58766544,523872,1160712.26461091,237312,75000,3e+05,312312,1398024.26461091,3438145.58766544,TRUE,FALSE,"between 6 and 10","between 11 and 50",225000,6e+05,462312,784248
"255","329108",0,2,0,294300,0,99050,0,150000,99050,99050,294300,TRUE,FALSE,"between 1 and 5","zero",0,3e+05,99050,294300
"256","329319",20,0,913752,0,652292,0,75000,0,75000,652292,913752,TRUE,TRUE,"zero","between 11 and 50",225000,0,225000,NA
"257","329326",388,12,19478739.8766544,576684,12946456.6461091,396114,250000,5e+05,646114,13342570.6461091,20055423.8766544,TRUE,FALSE,"between 11 and 25","more than 100",750000,1e+06,1146114,2463049.58766544
"258","329399",80,2,6044466.35066175,245988,3007411.05844363,90998,125000,150000,215998,3098409.05844363,6290454.35066175,TRUE,FALSE,"between 1 and 5","between 51 and 100",375000,3e+05,465998,291588
"259","329487",184,70,11922231.1753309,4568233.58766544,6587038.52922181,2511372.26461091,250000,1e+06,1250000,9098410.79383272,16490464.7629963,TRUE,TRUE,"more than 25","more than 100",750000,2e+06,2750000,9196009.58766544
"260","329493",78,0,2664888,0,2394148,0,125000,0,125000,2394148,2664888,TRUE,TRUE,"zero","between 51 and 100",375000,0,375000,2252508
"261","329727",9,1,654768,107280,334128,42880,50000,150000,92880,377008,762048,TRUE,FALSE,"between 1 and 5","between 1 and 10",150000,3e+05,192880,212244
